,Result,p_value,Sen_Slope,Latitude,Longitude
JA66,decreasing,0.015913286769489554,-0.9182833609107148,34.625,74.375
JA67,decreasing,0.028309976162966377,-1.3440155693341187,34.625,74.625
JA68,decreasing,0.021339057559387697,-1.088274363912089,34.625,74.875
JA69,decreasing,0.0037167668739694903,-1.2497820019761918,34.625,75.125
JA7,decreasing,0.01714159544079563,-1.7488758154071462,32.125,72.375
JA70,decreasing,0.04240604327828201,-1.3545944627829627,34.875,73.625
JA71,no trend,0.05478895941944817,-1.115111589187494,34.875,73.875
JA72,decreasing,0.039709797346107356,-1.312893949236361,34.875,74.125
JA73,no trend,0.05831741573896787,-1.2179450310407396,34.875,74.375
JA74,no trend,0.05144035188547602,-0.9946514152679746,34.875,74.625
JA8,decreasing,0.021339057559387697,-1.8250508907158838,32.125,72.625
JA9,no trend,0.05831741573896787,-1.489833050809528,32.375,71.875
